index_date,government_debt_%gdp_forecast
2021-10-01,62.68661698946391
2021-11-01,63.190224001341555
2021-12-01,63.1068853521791
2022-01-01,63.04448907680312
2022-02-01,63.391572261877954
2022-03-01,63.39468376097297
2022-04-01,63.88310224699196
2022-05-01,64.43558753503868
2022-06-01,64.89737485255209
2022-07-01,65.28526482088974
